77.29	4.43
77.39	4.43
76.67	4.43
76.89	4.43
76.88	4.43
76.56	4.43
75.93	4.43
76.27	4.43
75.31	4.43
75.08	4.43
74.82	4.43
73.81	4.43
73.26	4.43
73.01	4.43
71.71	4.43
71.19	4.43
70.43	4.43
69.59	4.43
68.85	4.43
67.8	4.43
67.08	4.43
66.03	4.43
65.61	4.43
64.09	4.43
63.52	4.43
62.39	4.43
61.79	4.43
60.54	4.43
59.63	4.43
58.64	4.43
57.91	4.43
57.27	4.43
56.27	4.43
55.49	4.43
54.22	4.43
53.62	4.42
52.51	4.43
51.42	4.42
50.43	4.42
49.34	4.42
47.94	4.42
47.6	4.42
45.52	4.42
44.93	4.42
44.63	4.41
44.79	4.34
45.74	4.29
45.37	4.23
45.84	4.18
45.46	4.13
46.51	4.09
46.39	4.03
45.17	3.98
45.91	3.93
46	3.88
45.82	3.84
46.01	3.77
45.4	3.74
46.09	3.68
45.02	3.63
45.18	3.59
45.4	3.52
44.7	3.46
44.86	3.41
44.47	3.35
44.01	3.28
43.77	3.21
44.34	3.14
44.04	3.06
43.57	2.98
43.47	2.9
43.61	2.81
42.85	2.71
42.47	2.62
42.79	2.5
67.21	4.56
67.14	4.56
66.85	4.56
67.34	4.55
67.09	4.56
67.15	4.56
67.02	4.55
66.36	4.55
66.05	4.56
65.81	4.55
64.95	4.56
64.49	4.55
64.12	4.55
63.27	4.55
62.8	4.55
61.9	4.56
60.77	4.55
60.07	4.56
59.18	4.55
57.79	4.55
57.6	4.56
56.71	4.55
55.85	4.55
55.22	4.55
54.73	4.54
53.27	4.54
52.48	4.55
51.96	4.55
50.78	4.55
49.38	4.56
48.7	4.55
47.46	4.55
46.1	4.54
45.93	4.55
44.73	4.54
43.81	4.55
42.55	4.54
41.36	4.54
40.01	4.54
38.91	4.54
39.75	4.48
39.66	4.41
39.83	4.32
39.72	4.28
40.26	4.23
40.96	4.18
41.34	4.13
41.42	4.1
40.76	4.07
39.67	4.02
41.48	3.93
42.21	3.87
41.31	3.81
42.02	3.74
40.91	3.7
40.48	3.63
40.82	3.56
40.11	3.51
40.62	3.43
40.03	3.36
40.09	3.29
39.93	3.22
39.49	3.14
38.76	3.05
38.48	2.98
38.28	2.88
37.48	2.78
37.07	2.67
35.65	2.55
35.14	2.41
34.64	2.26
58.66	4.5
58.56	4.49
58.44	4.5
58.16	4.5
58.17	4.5
58.36	4.5
58.65	4.5
58.51	4.5
58.02	4.48
58.79	4.5
58.22	4.5
57.3	4.5
57.46	4.5
56.99	4.5
56.08	4.5
55.81	4.5
55.6	4.5
55.38	4.5
53.69	4.5
53.06	4.5
52.29	4.5
51.85	4.49
50.94	4.5
50.43	4.49
49.55	4.5
47.52	4.5
47.36	4.49
45.91	4.5
45.04	4.5
44.36	4.5
42.93	4.5
41.55	4.51
41.41	4.49
39.75	4.5
38.23	4.5
37.38	4.48
36.23	4.49
35.68	4.48
34.2	4.49
33.07	4.47
32.15	4.47
30.03	4.48
35.21	4.24
35.73	4.14
39.18	3.98
39.85	3.87
39.8	3.8
39.81	3.72
38.98	3.65
39.66	3.59
40.3	3.53
40.24	3.47
39.24	3.41
38.83	3.35
38.39	3.27
38.7	3.21
37.97	3.13
37.6	3.07
37.04	2.98
37.63	2.89
36.43	2.81
35.12	2.69
35.38	2.58
34.61	2.44
33.64	2.3
32.91	2.12
44.85	4.43
44.45	4.43
44.78	4.43
44.79	4.44
44.28	4.43
45.11	4.43
45.13	4.43
44.16	4.44
44.72	4.43
43.25	4.43
43.85	4.43
43.35	4.43
42.39	4.43
41.93	4.43
41.39	4.43
40.54	4.43
39.9	4.43
39.18	4.41
37.77	4.43
36.64	4.44
35.66	4.44
35.28	4.43
34.57	4.43
34.02	4.42
32.68	4.41
30.79	4.43
28.61	4.42
32.43	4.17
35.86	3.97
38.23	3.87
38.49	3.81
38.64	3.77
38.77	3.73
38.53	3.69
36.17	3.64
38.42	3.54
38.11	3.47
38.53	3.38
37.84	3.31
38.63	3.21
36.93	3.12
37.41	3.03
36.97	2.93
36.24	2.82
36.27	2.72
35.39	2.6
34.5	2.48
