74.64	4.47
74.74	4.47
74.88	4.48
74.3	4.48
74.47	4.49
74.25	4.5
74.08	4.5
73.97	4.5
73.67	4.5
73.88	4.51
74.02	4.52
73.52	4.52
73.9	4.52
73.64	4.51
73.77	4.52
73.26	4.53
73.08	4.53
72.68	4.53
71.7	4.53
71.28	4.53
70.67	4.53
70.57	4.53
69.9	4.53
69.23	4.53
68.48	4.53
67.82	4.53
66.75	4.53
66.23	4.53
65.08	4.53
64.22	4.53
63.85	4.52
62.88	4.53
62.33	4.52
61.1	4.52
60	4.52
59.28	4.51
58.77	4.5
57.5	4.48
57.56	4.47
57.24	4.45
56.72	4.43
56.66	4.4
56.64	4.37
57.02	4.34
56.76	4.29
57.52	4.25
58.32	4.21
58.68	4.18
58.07	4.15
57.42	4.13
56.98	4.1
56.37	4.08
57.05	4.05
56.53	4.03
56.61	4
57.43	3.98
57.17	3.95
56.34	3.93
56.54	3.92
57.34	3.89
56.8	3.88
57.51	3.86
57.83	3.85
57.65	3.83
57.84	3.82
58.18	3.8
57.63	3.79
58.6	3.79
58.94	3.78
58.77	3.77
58.39	3.76
59	3.76
58.57	3.75
59.21	3.74
59.53	3.74
59.27	3.74
59.65	3.73
60.09	3.72
59.32	3.72
59.54	3.71
59.82	3.72
60.17	3.71
59.39	3.7
60.29	3.7
60.27	3.7
59.88	3.7
60.45	3.69
60.82	3.69
60.5	3.69
60.56	3.69
60.54	3.68
60.68	3.68
60.94	3.68
61.13	3.68
61.01	3.68
61.11	3.68
61.17	3.68
60.89	3.68
61.3	3.67
61.15	3.68
60.94	3.66
60.85	3.67
61.12	3.67
61.04	3.66
61.3	3.66
61.1	3.66
61.43	3.66
60.94	3.66
61.53	3.65
60.85	3.66
60.97	3.65
61.26	3.66
61.4	3.66
61.15	3.65
61.12	3.65
61.34	3.65
61.69	3.65
61.65	3.65
61.35	3.65
61.74	3.66
61.29	3.66
61.22	3.66
61.76	3.65
61.66	3.66
61.75	3.65
61.71	3.65
61.61	3.65
61.66	3.65
61.77	3.64
61.38	3.65
61.44	3.65
61.73	3.65
61.96	3.64
61.58	3.64
61.29	3.65
60.82	3.65
60.67	3.65
59.55	3.65
58.25	3.64
57.94	3.63
57.59	3.62
56.51	3.61
55.94	3.6
55.1	3.59
55.52	3.56
54.44	3.54
54.51	3.5
53.91	3.46
53.69	3.43
53.67	3.38
54.35	3.34
53.96	3.3
53.75	3.26
53.96	3.21
53.64	3.16
53.53	3.1
53.5	3.03
52.99	2.96
52.95	2.9
53.04	2.83
52.94	2.75
52.38	2.68
52.77	2.58
52.6	2.5
51.3	2.41
51.35	2.31
51.46	2.19
51.53	2.07
65.58	4.59
66.5	4.59
66.1	4.59
66.34	4.59
65.82	4.58
66.06	4.59
66.28	4.58
66.24	4.59
66.27	4.58
66.02	4.59
66.29	4.59
66.46	4.59
65.51	4.59
65.15	4.59
64.64	4.59
64.31	4.58
64.18	4.58
63.51	4.58
62.75	4.59
61.61	4.59
60.9	4.6
60.39	4.59
59.91	4.58
58.63	4.59
57.75	4.6
56.99	4.58
56.65	4.59
55.31	4.58
54.8	4.58
54.35	4.57
54.22	4.56
52.87	4.56
52.49	4.54
51.57	4.54
51.52	4.52
51.4	4.49
51.19	4.47
50.97	4.45
50.3	4.43
50.53	4.41
49.61	4.39
50.2	4.36
50.54	4.33
50.78	4.29
51.31	4.25
50.51	4.2
50.59	4.16
50.55	4.1
50.03	4.05
50.14	4.01
49.86	3.98
49.75	3.94
50.52	3.91
50.39	3.88
50.39	3.85
51.61	3.82
51.51	3.81
51.67	3.78
51.5	3.77
52.03	3.74
51.4	3.73
52.06	3.71
52.07	3.7
52.06	3.68
52.66	3.68
52.3	3.66
52.64	3.66
52.55	3.64
53.3	3.64
52.42	3.62
53.1	3.62
53.33	3.61
